"","...1","...2","...3","validName","q5","q5_low","q5_high","q50","q50_low","q50_high","q95","q95_low","q95_high","year","id_cells","ndstcol","dstdoy","nObs","q5_CI","q50_CI","q95_CI","gcode","annualTemp","tempSeas","annualPrec","precSeas","overwinteringStage","voltinism","diurnality","WikiName","OrigSyn","decade","onset","offset","origin","onsetdate","offsetdate","UnusualWarmDaysOnset","UnusualColdDaysOnset","UnusualWarmOnOff","UnusualColdOnOff","UnusualWarmSum","UnusualColdSum","duration","Seas","GDDOnsetSum","GDDOffsetSum","GDDOnOffSum","annualTemp_unscaled","tempSeas_unscaled","annualPrec_unscaled","precSeas_unscaled","UnusualWarmDaysOnset_unscaled","UnusualColdDaysOnset_unscaled","UnusualWarmOnOff_unscaled","UnusualColdOnOff_unscaled","UnusualWarmSum_unscaled","UnusualColdSum_unscaled","year2","accum_GDD","accum_GDD_sc"
"127",472,493,500,"Lacanobia subjuncta",128.2,124,133.8,149,130,153,211,160,211,-0.655903653,162,-0.406710132,-0.085270418,15,9.8,23,51,"Lacanobia subjuncta.1971.162",-0.308227772,1.211241668,-1.65599482,0.553192954,"P","M","N",NA,NA,1970,128,211,"12/31/1970","5/8/1971","7/30/1971",-0.654742524,-0.615307914,0.633072815,0.748498926,-0.049411921,0.047740478,83,"Summer",137.7843408,1193.467572,1331.251913,133.9696725,10789.91216,655.0473199,0.514878748,0,0,2,2,2,2,1971,869.5687185,-0.264566570939359
"128",619,646,656,"Phragmatobia fuliginosa",129,NA,NA,205,129,205,247,207.2,247,-1.030531035,162,-0.174412673,-0.319891716,19,249,76,39.8,"Phragmatobia fuliginosa.1965.162",-0.571765091,0.73491263,-0.56540561,-0.146221667,"L","M","D","Phragmatobia fuliginosa","Phalaena Noctua fuliginosa Linnaeus, 1758",1960,129,247,"12/31/1964","5/9/1965","9/4/1965",-0.654742524,2.561478451,-0.580261735,2.832955025,-0.875040199,3.557620457,118,"Summer",184.5335433,1654.220577,1838.754121,127.4931042,10252.00926,874.1523041,0.449774693,0,5,0,5,0,10,1965,847.8126383,-0.384593637490477
"129",729,757,768,"Satyrium caryaevorus",129.6,98,177,178,98,178,190.2,178,193,-1.342720519,166,-0.639007591,-0.671823664,9,79,80,15,"Satyrium caryaevorus.1960.166",-0.02011596,-0.235964424,0.799888842,-0.219066233,"E","U","D",NA,NA,1960,129,190,"12/31/1959","5/8/1960","7/8/1960",0.47099813,1.290763905,-0.580261735,-0.641138474,-0.049411921,0.486475476,61,"Summer",237.1714837,790.1348386,1027.306322,141.0501719,9155.629362,1148.446985,0.442994056,2,3,0,0,2,3,1960,891.5240706,-0.143440132562839
"130",64,75,76,"Callophrys niphon",130.4,130,131,135,130,135,147.6,142.2,148,1.092357461,166,0.290182245,-0.671823664,9,1,5,5.8,"Callophrys niphon.1999.166",0.535212214,-0.530074919,0.701739145,1.211555032,"P","U","D","Callophrys niphon","Licus niphon H<fc>bner, 1823",1990,130,147,"12/31/1998","5/10/1999","5/27/1999",-0.654742524,-0.615307914,-0.580261735,-0.641138474,-0.875040199,-0.829729516,17,"Spring",248.0082341,177.4384853,425.4467195,154.697654,8823.499941,1128.728206,0.576161483,0,0,0,0,0,0,1999,951.6243131,0.188129513254418
"131",378,398,402,"Erynnis brizo",130.8,129,135,135,129,129,142.7,135,143,1.279671152,162,-0.406710132,-0.789134314,7,6,0,8,"Erynnis brizo.2002.162",-0.222144203,0.480621165,-1.350108945,-1.093761989,"L","U","D",NA,NA,2000,130,142,"12/31/2001","5/10/2002","5/22/2002",1.596738783,-0.615307914,-0.580261735,1.443317626,0.776216358,0.486475476,12,"Summer",216.2527112,57.1299324,273.3826436,136.0852215,9964.846175,716.5013662,0.361574196,4,0,0,3,4,3,2002,852.3170133,-0.359743254842219
"132",500,521,529,"Lon hobomok",130.4,129,136,157,129,171,171,136,171,0.343102698,145,-0.639007591,-0.789134314,5,7,42,35,"Poanes hobomok.1987.145",1.048689699,0.111494928,-1.189230251,0.104237129,"L","U","D","Lon hobomok","Poanes hobomok",1980,130,171,"12/31/1986","5/10/1987","6/20/1987",-0.654742524,-0.615307914,-0.580261735,-0.641138474,-0.875040199,-0.829729516,41,"Summer",310.2135188,677.4532711,987.6667899,167.3166334,9548.003914,748.8227236,0.473088308,0,0,0,0,0,0,1987,1142.979083,1.24382297873728
"133",18,27,28,"Anagrapha falcifera",131.75,122,135,155,140,193,267,210.25,282,-0.968093138,162,0.057884786,0.26666153,16,13,53,71.75,"Anagrapha falcifera.1966.162",-0.598533674,0.890021283,-1.149994516,-0.050810781,"P","M","N","Anagrapha falcifera","Plusia falcifera",1960,131,267,"12/31/1965","5/11/1966","9/24/1966",-0.654742524,0.655406632,-0.580261735,1.443317626,-0.875040199,1.36394547,136,"Summer",139.7570424,1920.350571,2060.107613,126.8352522,10427.16842,756.7053848,0.458655885,0,2,0,3,0,5,1966,768.5785303,-0.821723739356643
"134",43,53,54,"Autographa precationis",131,NA,NA,231,196,263,270.8,263,273,0.280664801,163,-0.406710132,-0.202581067,12,249,67,10,"Autographa precationis.1986.163",-0.479132304,0.323270428,-0.347675279,-0.463159334,"L","M","N","Autographa precationis","Plusia precationis",1980,131,270,"12/31/1985","5/11/1986","9/27/1986",1.596738783,0.020049359,0.02640554,2.832955025,1.189030497,1.802680468,139,"Summer",300.1977154,2023.826802,2324.024518,129.7696037,9787.155102,917.895448,0.420272983,4,1,1,5,5,6,1986,958.6470913,0.226873784218502
"135",71,82,83,"Callophrys niphon",131,NA,NA,134,131,135,137.4,133.4,138,-0.468589962,185,-0.639007591,-0.789134314,5,249,4,4.6,"Callophrys niphon.1974.185",-0.961125617,0.031323238,0.236726094,-1.302113296,"P","U","D","Callophrys niphon","Licus niphon H<fc>bner, 1823",1970,131,137,"12/31/1973","5/11/1974","5/17/1974",1.033868457,1.290763905,0.02640554,-0.641138474,0.776216358,0.486475476,6,"Spring",127.1097591,54.0361204,181.1458795,117.9243644,9457.468631,1035.304691,0.342180099,3,3,1,0,4,3,1974,677.0753141,-1.32654181869424
"136",826,856,867,"Vanessa cardui",131.2,113,158.2,174,166,184,219.9,184,270,0.842605874,166,1.451669539,0.735904128,23,45.2,18,86,"Vanessa cardui.1995.166",0.244219979,-0.008285572,-0.22645388,0.308008459,"M","M","D","Vanessa cardui","Papilio cardui Linnaeus, 1758",1990,131,219,"12/31/1994","5/11/1995","8/7/1995",-0.654742524,0.020049359,1.239740089,-0.641138474,0.363402218,-0.390994519,88,"Summer",207.9447459,1366.235434,1574.18018,147.5463667,9412.739689,942.2494508,0.492056084,0,1,3,0,3,1,1995,859.633188,-0.319380331946922
"137",831,861,872,"Vanessa virginiensis",131.1,130,136.45,184.5,156,201.5,221,204,252,1.092357461,166,1.451669539,1.087836076,22,6.45,45.5,48,"Vanessa virginiensis.1999.166",0.535212214,-0.530074919,0.701739145,1.211555032,"A","M","D","Vanessa virginiensis","Nymphalis cardui virginiensis Drury, 1773",1990,131,221,"12/31/1998","5/11/1999","8/9/1999",-0.654742524,-0.615307914,3.666409189,-0.641138474,2.014658775,-0.829729516,90,"Summer",257.8312508,1461.36358,1719.194831,154.697654,8823.499941,1128.728206,0.576161483,0,0,7,0,7,0,1999,951.6243131,0.188129513254418
"138",325,340,342,"Colias philodice",132,128,138.5,179,136,224,254.5,224.5,275,-0.655903653,162,-0.639007591,0.032040232,11,10.5,88,50.5,"Colias philodice.1971.162",-0.308227772,1.211241668,-1.65599482,0.553192954,"L","M","D",NA,NA,1970,132,254,"12/31/1970","5/12/1971","9/11/1971",-0.654742524,-0.615307914,0.633072815,0.748498926,-0.049411921,0.047740478,122,"Summer",174.5689721,1834.386752,2008.955724,133.9696725,10789.91216,655.0473199,0.514878748,0,0,2,2,2,2,1971,869.5687185,-0.264566570939359
"139",375,395,399,"Erynnis baptisiae",132,NA,NA,170,153,203,241,216,245,1.092357461,166,1.916264457,1.909010621,35,249,50,29,"Erynnis baptisiae.1999.166",0.535212214,-0.530074919,0.701739145,1.211555032,"L","M","D",NA,NA,1990,132,241,"12/31/1998","5/12/1999","8/29/1999",-0.654742524,-0.615307914,3.666409189,-0.641138474,2.014658775,-0.829729516,109,"Summer",266.3281869,1780.407601,2046.735788,154.697654,8823.499941,1128.728206,0.576161483,0,0,7,0,7,0,1999,951.6243131,0.188129513254418
"140",509,530,538,"Lon hobomok",132.3,126,147,147,126,126,157.7,148.4,158,-1.53003421,166,-0.406710132,-0.671823664,7,21,0,9.6,"Poanes hobomok.1957.166",0.383745154,-0.372294652,-0.484145106,0.71478586,"L","U","D","Lon hobomok","Poanes hobomok",1950,132,157,"12/31/1956","5/12/1957","6/6/1957",0.47099813,-0.615307914,-0.580261735,-0.641138474,-0.049411921,-0.829729516,25,"Summer",273.6095621,271.8167407,545.4263029,150.9752713,9001.676067,890.4779576,0.529920403,2,0,0,0,2,0,1957,946.1498665,0.157927300339761
"141",643,670,680,"Pieris rapae",132,73,132,176,167,186.5,261,249.5,263,1.092357461,166,3.54234667,3.551359712,66,59,19.5,13.5,"Pieris rapae.1999.166",0.535212214,-0.530074919,0.701739145,1.211555032,"P","M","D","Pieris rapae","Papilio rapae",1990,132,261,"12/31/1998","5/12/1999","9/18/1999",-0.654742524,-0.615307914,3.666409189,-0.641138474,2.014658775,-0.829729516,129,"Summer",266.3281869,2090.721945,2357.050132,154.697654,8823.499941,1128.728206,0.576161483,0,0,7,0,7,0,1999,951.6243131,0.188129513254418
"142",384,404,409,"Erynnis icelus",133,131,136.5,145,135,147,149,146.5,149,1.092357461,166,0.522479704,-0.202581067,11,5.5,12,2.5,"Erynnis icelus.1999.166",0.535212214,-0.530074919,0.701739145,1.211555032,"L","M","D","Erynnis icelus","Nisoniades icelus Scudder & Burgess, 1870",1990,133,149,"12/31/1998","5/13/1999","5/29/1999",-0.654742524,-0.615307914,-0.580261735,-0.641138474,-0.875040199,-0.829729516,16,"Summer",275.3466752,170.5888046,445.9354798,154.697654,8823.499941,1128.728206,0.576161483,0,0,0,0,0,0,1999,951.6243131,0.188129513254418
"143",394,414,419,"Erynnis juvenalis",133.6,133,136,136,133,136,196,136,209,-1.717347901,166,-0.639007591,-0.789134314,5,3,3,73,"Erynnis juvenalis.1954.166",0.168234131,-0.919561553,0.799914401,0.50087206,"L","U","D",NA,NA,1950,133,196,"12/31/1953","5/13/1954","7/15/1954",-0.654742524,0.655406632,-0.580261735,-0.641138474,-0.875040199,0.047740478,63,"Spring",254.8555137,836.4718816,1091.327395,145.6789745,8383.665345,1148.45212,0.510008529,0,2,0,0,0,2,1954,856.421686,-0.337098007223879
"144",440,460,465,"Glaucopsyche lygdamus",133,NA,NA,136,133,137,145,136,145,-0.905655241,162,-0.639007591,-0.789134314,9,249,4,9,"Glaucopsyche lygdamus.1967.162",-0.726575778,0.390453351,-0.758065835,0.536674326,"P","U","D",NA,NA,1960,133,145,"12/31/1966","5/13/1967","5/25/1967",0.47099813,0.655406632,-0.580261735,-0.641138474,-0.049411921,0.047740478,12,"Spring",214.9842106,82.31575922,297.2999698,123.6885501,9863.022594,835.4458735,0.513341134,2,2,0,0,2,2,1967,857.9424195,-0.328708206334516
"145",607,634,643,"Papilio glaucus",133,125,135.55,204.5,185,214,235.9,216.3,241,1.092357461,166,2.613156834,1.791699972,38,10.55,29,24.7,"Papilio glaucus.1999.166",0.535212214,-0.530074919,0.701739145,1.211555032,"P","M","D","Papilio glaucus","Pterourus glaucus",1990,133,235,"12/31/1998","5/13/1999","8/23/1999",-0.654742524,-0.615307914,3.666409189,-0.641138474,2.014658775,-0.829729516,102,"Summer",275.3466752,1671.504933,1946.851608,154.697654,8823.499941,1128.728206,0.576161483,0,0,7,0,7,0,1999,951.6243131,0.188129513254418
"146",701,728,739,"Polygonia interrogationis",133.3,119,145,193,154,209,234,205.7,234,1.092357461,166,0.522479704,0.032040232,12,26,55,28.3,"Polygonia interrogationis.1999.166",0.535212214,-0.530074919,0.701739145,1.211555032,"A","M","D","Polygonia interrogationis","Nymphalis interrogationis",1990,133,234,"12/31/1998","5/13/1999","8/22/1999",-0.654742524,-0.615307914,3.666409189,-0.641138474,2.014658775,-0.829729516,101,"Summer",275.3466752,1658.753636,1934.100312,154.697654,8823.499941,1128.728206,0.576161483,0,0,7,0,7,0,1999,951.6243131,0.188129513254418
"147",827,857,868,"Vanessa virginiensis",133.5,123,140,179,149,202.5,270,236.5,282,0.842605874,166,0.987074622,1.791699972,36,17,53.5,45.5,"Vanessa virginiensis.1995.166",0.244219979,-0.008285572,-0.22645388,0.308008459,"A","M","D","Vanessa virginiensis","Nymphalis cardui virginiensis Drury, 1773",1990,133,270,"12/31/1994","5/13/1995","9/27/1995",-0.654742524,0.020049359,1.239740089,-0.641138474,0.363402218,-0.390994519,137,"Summer",222.0574368,2079.215055,2301.272492,147.5463667,9412.739689,942.2494508,0.492056084,0,1,3,0,3,1,1995,859.633188,-0.319380331946922
"148",318,333,334,"Colias eurytheme",134.4,113,195.55,240,213,247,257,250.95,257,-1.904661592,166,-0.406710132,0.501282829,22,82.55,34,6.05,"Colias eurytheme.1951.166",0.221420211,-1.023526662,1.084862169,-0.99989783,"P","M","D",NA,NA,1950,134,257,"12/31/1950","5/14/1951","9/14/1951",-0.654742524,-0.615307914,-0.580261735,0.748498926,-0.875040199,0.047740478,123,"Summer",245.9145919,1805.064084,2050.978676,146.9860504,8266.260927,1205.699593,0.370311413,0,0,0,2,0,2,1951,859.0026127,-0.322859180287378
"149",323,338,340,"Colias philodice",134.5,118,140,193,178,207,271,254.75,283,0.842605874,166,1.916264457,4.02060231,66,22,29,28.25,"Colias philodice.1995.166",0.244219979,-0.008285572,-0.22645388,0.308008459,"L","M","D",NA,NA,1990,134,271,"12/31/1994","5/14/1995","9/28/1995",-0.654742524,0.020049359,1.239740089,-0.641138474,0.363402218,-0.390994519,137,"Summer",226.778416,2082.705175,2309.483591,147.5463667,9412.739689,942.2494508,0.492056084,0,1,3,0,3,1,1995,859.633188,-0.319380331946922
"150",324,339,341,"Colias philodice",134.5,132,167,250,137,257,293,257,326,-1.904661592,166,-0.406710132,-0.085270418,11,35,120,69,"Colias philodice.1951.166",0.221420211,-1.023526662,1.084862169,-0.99989783,"L","M","D",NA,NA,1950,134,293,"12/31/1950","5/14/1951","10/20/1951",-0.654742524,-0.615307914,-0.580261735,1.443317626,-0.875040199,0.486475476,159,"Summer",245.9145919,2148.726035,2394.640627,146.9860504,8266.260927,1205.699593,0.370311413,0,0,0,3,0,3,1951,859.0026127,-0.322859180287378
"151",611,638,647,"Papilio troilus",134.65,134,148.25,200.5,178,208.5,227.65,218.5,247,1.029919564,166,0.754777163,0.735904128,22,14.25,30.5,28.5,"Papilio troilus.1998.166",0.620926387,-1.416238842,0.663167953,-0.307915439,"P","M","D",NA,NA,1990,134,227,"12/31/1997","5/14/1998","8/15/1998",2.722479437,-0.615307914,-0.580261735,0.053680226,1.601844636,-0.390994519,93,"Summer",339.1747301,1451.611654,1790.786384,156.8041249,7822.783828,1120.979055,0.434723649,6,0,0,1,6,1,1998,978.7689489,0.337884936920877
"152",645,672,682,"Pieris rapae",134,118,134,199.5,192,215,265.6,256.95,287,0.967481667,166,2.845454293,5.545640751,88,16,23,30.05,"Pieris rapae.1997.166",-0.00767529,-0.762614608,-0.008803027,-0.710956298,"P","M","D","Pieris rapae","Papilio rapae",1990,134,265,"12/31/1996","5/14/1997","9/22/1997",-0.654742524,-0.615307914,-0.580261735,0.748498926,-0.875040199,0.047740478,131,"Summer",214.0758663,1908.225703,2122.301569,141.3559079,8560.900429,985.9766272,0.397207141,0,0,0,2,0,2,1997,805.7957861,-0.616398239648447
"153",798,828,839,"Strymon melinus",134.5,117,152,223,182,243,264.3,248.9,265,0.90504377,166,0.522479704,0.501282829,15,35,61,16.1,"Strymon melinus.1996.166",-0.06093192,-0.572831921,2.326126449,-0.839068292,"P","M","D","Strymon melinus","Thecla melinus[2]",1990,134,264,"12/31/1995","5/13/1996","9/20/1996",-0.654742524,-0.615307914,0.633072815,0.748498926,-0.049411921,0.047740478,130,"Summer",225.4967868,1939.549258,2165.046045,140.0470982,8775.215848,1455.075974,0.385282011,0,0,2,2,2,2,1996,858.7541437,-0.324229969736797
"154",313,328,329,"Colias eurytheme",135.7,116,153,209.5,196,222.5,285.9,273,297.15,0.842605874,166,2.845454293,5.428330102,78,37,26.5,24.15,"Colias eurytheme.1995.166",0.244219979,-0.008285572,-0.22645388,0.308008459,"P","M","D",NA,NA,1990,135,285,"12/31/1994","5/15/1995","10/12/1995",-0.654742524,0.020049359,1.239740089,-0.641138474,0.363402218,-0.390994519,150,"Summer",230.826628,2212.478769,2443.305397,147.5463667,9412.739689,942.2494508,0.492056084,0,1,3,0,3,1,1995,859.633188,-0.319380331946922
"155",373,393,397,"Erynnis baptisiae",135.15,115,144,197,165.5,203.5,255,216.05,259,0.842605874,166,1.451669539,2.026321271,40,29,38,42.95,"Erynnis baptisiae.1995.166",0.244219979,-0.008285572,-0.22645388,0.308008459,"L","M","D",NA,NA,1990,135,255,"12/31/1994","5/15/1995","9/12/1995",-0.654742524,0.020049359,1.239740089,-0.641138474,0.363402218,-0.390994519,120,"Summer",230.826628,1903.287482,2134.11411,147.5463667,9412.739689,942.2494508,0.492056084,0,1,3,0,3,1,1995,859.633188,-0.319380331946922
"156",530,551,560,"Lycaena phlaeas",135.3,128,138.6,184,149,186.5,247.6,206.1,273,0.842605874,166,3.077751752,2.612874517,54,10.6,37.5,66.9,"Lycaena phlaeas.1995.166",0.244219979,-0.008285572,-0.22645388,0.308008459,"M","M","D",NA,NA,1990,135,247,"12/31/1994","5/15/1995","9/4/1995",-0.654742524,0.020049359,1.239740089,-0.641138474,0.363402218,-0.390994519,112,"Summer",230.826628,1794.147551,2024.974179,147.5463667,9412.739689,942.2494508,0.492056084,0,1,3,0,3,1,1995,859.633188,-0.319380331946922
"157",336,355,357,"Cyaniris neglecta",136,NA,NA,181,157,196,221.2,204.2,223,0.842605874,166,1.451669539,0.501282829,19,249,39,18.8,"Cyaniris neglecta.1995.166",0.244219979,-0.008285572,-0.22645388,0.308008459,"P","M","D",NA,NA,1990,136,221,"12/31/1994","5/16/1995","8/9/1995",-0.654742524,0.020049359,1.239740089,-0.641138474,0.363402218,-0.390994519,85,"Summer",233.6581073,1357.92101,1591.579117,147.5463667,9412.739689,942.2494508,0.492056084,0,1,3,0,3,1,1995,859.633188,-0.319380331946922
"158",504,525,533,"Lon hobomok",136.8,136,144,157,146,157,163,157,163,0.405540595,145,-0.406710132,-0.554513015,23,8,11,6,"Poanes hobomok.1988.145",0.753108236,0.896587893,-0.965924974,-0.264847976,"L","U","D","Lon hobomok","Poanes hobomok",1980,136,163,"12/31/1987","5/15/1988","6/11/1988",0.47099813,-0.615307914,-0.580261735,0.053680226,-0.049411921,-0.390994519,27,"Summer",348.0885886,369.0938534,717.182442,160.0525634,10434.58388,793.6859029,0.438732525,2,0,0,1,2,1,1988,1044.041628,0.697990623528222
"159",559,584,593,"Oeneis polixenes",136.2,124,157.2,204,171,221,237.4,225.6,242,0.967481667,166,1.916264457,1.087836076,23,33.2,50,16.4,"Oeneis polixenes.1997.166",-0.00767529,-0.762614608,-0.008803027,-0.710956298,"L","U","D","Oeneis polixenes","Papilio polixenes Fabricius, 1775",1990,136,237,"12/31/1996","5/16/1997","8/25/1997",-0.654742524,-0.615307914,-0.580261735,0.053680226,-0.875040199,-0.390994519,101,"Summer",232.244015,1501.391625,1733.63564,141.3559079,8560.900429,985.9766272,0.397207141,0,0,0,1,0,1,1997,805.7957861,-0.616398239648447
"160",578,605,614,"Panopoda rufimargo",136.45,113,180,184,113,185.5,194.15,184,198,0.218226904,163,-0.406710132,-0.554513015,8,67,72.5,14,"Panopoda rufimargo.1985.163",-0.574650836,0.856948658,0.018309894,-0.105327572,"P","U","N",NA,NA,1980,136,194,"12/31/1984","5/16/1985","7/13/1985",2.15960911,-0.615307914,-0.580261735,0.748498926,1.189030497,0.047740478,58,"Summer",398.6669515,764.9363124,1163.603264,127.4221855,10389.82058,991.4237525,0.453581264,5,0,0,2,5,2,1985,928.3149948,0.0595333197702949
"161",606,633,642,"Papilio glaucus",136,124,141,169,152.4114218,172,219,211,242,0.842605874,166,3.774644129,2.378253219,41,17,19.58857816,31,"Papilio glaucus.1995.166",0.244219979,-0.008285572,-0.22645388,0.308008459,"P","M","D","Papilio glaucus","Pterourus glaucus",1990,136,219,"12/31/1994","5/16/1995","8/7/1995",-0.654742524,0.020049359,1.239740089,-0.641138474,0.363402218,-0.390994519,83,"Summer",233.6581073,1328.836485,1562.494592,147.5463667,9412.739689,942.2494508,0.492056084,0,1,3,0,3,1,1995,859.633188,-0.319380331946922
"162",328,343,345,"Colias philodice",137,101,153.25,192.5,184,226.5,257,242.25,263,1.092357461,166,1.21937208,0.970525427,26,52.25,42.5,20.75,"Colias philodice.1999.166",0.535212214,-0.530074919,0.701739145,1.211555032,"L","M","D",NA,NA,1990,137,257,"12/31/1998","5/17/1999","9/14/1999",-0.654742524,-0.615307914,3.666409189,-0.641138474,2.014658775,-0.829729516,120,"Summer",307.7137348,1996.486774,2304.200508,154.697654,8823.499941,1128.728206,0.576161483,0,0,7,0,7,0,1999,951.6243131,0.188129513254418
"163",397,417,422,"Erynnis juvenalis",137.4,137,138,140,138,145,153.8,143,157,-1.967099489,162,-0.406710132,-0.554513015,9,1,7,14,"Erynnis juvenalis.1950.162",-0.73314258,0.722346829,-0.308493773,-0.511118893,"L","U","D",NA,NA,1950,137,153,"12/31/1949","5/17/1950","6/2/1950",-0.654742524,1.290763905,-0.580261735,-0.641138474,-0.875040199,0.486475476,16,"Spring",179.3214656,187.5757566,366.8972222,123.5271675,10237.81911,925.7672142,0.415808733,0,3,0,0,0,3,1950,778.4934158,-0.767023875648878
"164",531,552,561,"Lycaena phlaeas",137,NA,NA,196.5,188,210,249.25,218,259,-1.342720519,127,-0.639007591,-0.202581067,14,249,22,41,"Lycaena phlaeas.1960.127",0.715505041,-0.091398953,-0.205048973,-0.733473736,"M","M","D",NA,NA,1960,137,249,"12/31/1959","5/16/1960","9/5/1960",-0.654742524,1.926121178,-0.580261735,-0.641138474,-0.875040199,0.925210473,112,"Summer",396.8640366,1851.818915,2248.682952,159.1284451,9318.88245,946.5498068,0.395111136,0,4,0,0,0,4,1960,1062.739847,0.801147642424502
"165",602,629,638,"Papilio glaucus",137.1,119,166.55,217,204.5,219,242.3,236,252,0.90504377,166,5.6330238,3.316738413,58,47.55,14.5,16,"Papilio glaucus.1996.166",-0.06093192,-0.572831921,2.326126449,-0.839068292,"P","M","D","Papilio glaucus","Pterourus glaucus",1990,137,242,"12/31/1995","5/16/1996","8/29/1996",-0.654742524,0.655406632,0.633072815,-0.641138474,-0.049411921,0.047740478,105,"Summer",233.6582878,1608.483477,1842.141765,140.0470982,8775.215848,1455.075974,0.385282011,0,2,2,0,2,2,1996,858.7541437,-0.324229969736797
"166",828,858,869,"Vanessa virginiensis",137.1,128,151.2,203,186,223,301.8,267.8,328,0.90504377,166,1.916264457,1.909010621,27,23.2,37,60.2,"Vanessa virginiensis.1996.166",-0.06093192,-0.572831921,2.326126449,-0.839068292,"A","M","D","Vanessa virginiensis","Nymphalis cardui virginiensis Drury, 1773",1990,137,301,"12/31/1995","5/16/1996","10/27/1996",-0.654742524,0.655406632,0.633072815,0.053680226,-0.049411921,0.486475476,164,"Summer",233.6582878,2190.687778,2424.346066,140.0470982,8775.215848,1455.075974,0.385282011,0,2,2,1,2,3,1996,858.7541437,-0.324229969736797
"167",466,487,493,"Heterocampa guttivitta",138,132,152,160,132,160,167.7,157.6,171,-0.843217344,162,-0.406710132,-0.789134314,7,20,28,13.4,"Heterocampa guttivitta.1968.162",-0.457245672,0.760163928,-0.762299188,-0.216438339,"P","U","N","Heterocampa guttivitta","Cecrita guttivitta Walker, 1855",1960,138,167,"12/31/1967","5/17/1968","6/15/1968",1.033868457,-0.615307914,-0.580261735,-0.641138474,0.363402218,-0.829729516,29,"Summer",330.2157207,341.2053795,671.4211002,130.3074792,10280.52473,834.5953712,0.44323867,3,0,0,0,3,0,1968,859.969183,-0.317526666495466
"168",507,528,536,"Lon hobomok",138,NA,NA,153,138.5,156,156.9,156,158,0.592854286,163,-0.639007591,-0.554513015,12,249,17.5,2,"Poanes hobomok.1991.163",0.058377969,0.559173559,-1.374815547,-1.176187874,"L","U","D","Lon hobomok","Poanes hobomok",1990,138,156,"12/31/1990","5/18/1991","6/5/1991",4.411090417,-0.615307914,0.633072815,-0.641138474,3.665915333,-0.829729516,18,"Summer",408.185273,304.2908923,712.4761653,142.9792015,10053.55284,711.5376826,0.353901695,9,0,2,0,11,0,1991,1097.290243,0.991760227133556
"169",527,548,556,"Lophocampa caryae",138.4,124,148,155,124,155,159.8,158,161,-0.71834155,162,-0.639007591,-0.202581067,13,24,31,3,"Lophocampa caryae.1970.162",-0.58565211,1.256123338,-0.778592497,0.453510856,"P","U","N","Lophocampa caryae","Halysidota caryae",1970,138,159,"12/31/1969","5/18/1970","6/8/1970",1.033868457,0.020049359,-0.580261735,-0.641138474,0.363402218,-0.390994519,21,"Summer",286.1762847,278.7157011,564.8919858,127.1518234,10840.59557,831.3219614,0.505599976,3,1,0,0,3,1,1970,890.6900341,-0.148041464860353
"170",532,553,562,"Lycaena phlaeas",138.15,136,171.55,207.5,192,243,268.85,259.1,269,1.029919564,166,0.754777163,1.205146725,24,35.55,51,9.9,"Lycaena phlaeas.1998.166",0.620926387,-1.416238842,0.663167953,-0.307915439,"M","M","D",NA,NA,1990,138,268,"12/31/1997","5/18/1998","9/25/1998",2.722479437,-0.615307914,1.239740089,0.053680226,2.840287054,-0.390994519,130,"Summer",388.0328917,2045.496139,2433.529031,156.8041249,7822.783828,1120.979055,0.434723649,6,0,3,1,9,1,1998,978.7689489,0.337884936920877
"171",561,586,595,"Oeneis polixenes",138.85,117,140,177.5,147,198.5,237.95,207.55,256,0.842605874,166,1.683966998,0.618593478,20,23,51.5,48.45,"Oeneis polixenes.1995.166",0.244219979,-0.008285572,-0.22645388,0.308008459,"L","U","D","Oeneis polixenes","Papilio polixenes Fabricius, 1775",1990,138,237,"12/31/1994","5/18/1995","8/25/1995",-0.654742524,0.020049359,1.239740089,-0.641138474,0.363402218,-0.390994519,99,"Summer",242.0182576,1621.422231,1863.440488,147.5463667,9412.739689,942.2494508,0.492056084,0,1,3,0,3,1,1995,859.633188,-0.319380331946922
"172",563,588,597,"Oeneis polixenes",138,NA,NA,151,138,236.5,249.5,200.25,253,1.029919564,166,-0.406710132,-0.437202366,8,249,98.5,52.75,"Oeneis polixenes.1998.166",0.620926387,-1.416238842,0.663167953,-0.307915439,"L","U","D","Oeneis polixenes","Papilio polixenes Fabricius, 1775",1990,138,249,"12/31/1997","5/18/1998","9/6/1998",2.722479437,-0.615307914,0.633072815,0.053680226,2.427472915,-0.390994519,111,"Summer",388.0328917,1781.168024,2169.200916,156.8041249,7822.783828,1120.979055,0.434723649,6,0,2,1,8,1,1998,978.7689489,0.337884936920877
"173",50,61,62,"Boloria bellona",139,138,140,210,140,212,252,219.5,272,-1.842223695,166,-0.174412673,-0.202581067,11,2,72,52.5,"Boloria bellona.1952.166",0.309419279,-0.438643885,0.81595721,-0.504139599,"L","M","D","Boloria bellona","Clossiana bellona",1950,139,252,"12/31/1951","5/18/1952","9/8/1952",-0.091872197,-0.615307914,0.02640554,0.053680226,-0.049411921,-0.390994519,113,"Summer",280.2571144,1779.191378,2059.448492,149.1486738,8926.750035,1151.675203,0.416458391,1,0,1,1,2,1,1952,877.4483361,-0.221095165365456
