scientific_name,overwinteringStage,voltinism,diurnality,notes.x,onsetProblems,offsetProblems,overwintering.stage.y,voltinism.y,notes.y,WikiName,OrigSyn,Syn,validName
Phragmatobia fuliginosa,L,F,D,NA,NA,NA,NA,NA,NA,Phragmatobia fuliginosa,"Spilosoma fuliginosa borealis Staudinger, 1871",Spilosoma fuliginosa borealis,Phragmatobia fuliginosa
Phragmatobia fuliginosa,L,F,D,NA,NA,NA,NA,NA,NA,Phragmatobia fuliginosa,"Phalaena fuliginosa melitensis O. Bang-Haas, 1927",Phalaena fuliginosa,Phragmatobia fuliginosa
Phragmatobia fuliginosa,L,F,D,NA,NA,NA,NA,NA,NA,Phragmatobia fuliginosa,"Phragmatobia fuliginosa nawari Ebert, 1973 (only a darker mountain form)",Phragmatobia fuliginosa nawari,Phragmatobia fuliginosa
Phragmatobia fuliginosa,L,F,D,NA,NA,NA,NA,NA,NA,Phragmatobia fuliginosa,"Spilosoma fuliginosa pulverulenta Alphéraky, 1889",Spilosoma fuliginosa pulverulenta,Phragmatobia fuliginosa
Phragmatobia fuliginosa,L,F,D,NA,NA,NA,NA,NA,NA,Phragmatobia fuliginosa,"Phragmatobia fuliginosa pallida Rothschild, 1910",Phragmatobia fuliginosa,Phragmatobia fuliginosa
Phragmatobia fuliginosa,L,F,D,NA,NA,NA,NA,NA,NA,Phragmatobia fuliginosa,"Phragmatobia fuliginosa thibetica Strand, 1919",Phragmatobia fuliginosa,Phragmatobia fuliginosa
Phragmatobia fuliginosa,L,F,D,NA,NA,NA,NA,NA,NA,Phragmatobia fuliginosa,"Arctia rubricosa Harris, 1841",Arctia rubricosa,Phragmatobia fuliginosa
Phragmatobia fuliginosa,L,F,D,NA,NA,NA,NA,NA,NA,Phragmatobia fuliginosa,"Phragmatobia dallii Packard, 1870",Phragmatobia dallii,Phragmatobia fuliginosa
Polites mystic,L,U,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,Polites mystic
Smerinthus cerisyi,P,U,N,NA,NA,NA,NA,NA,NA,Smerinthus cerisyi,"Smerinthus astarte Strecker, 1885",Smerinthus astarte,Smerinthus cerisyi
Smerinthus cerisyi,P,U,N,NA,NA,NA,NA,NA,NA,Smerinthus cerisyi," Smerinthus vancouverensis Butler, 1876",Smerinthus vancouverensis,Smerinthus cerisyi
Smerinthus cerisyi,P,U,N,NA,NA,NA,NA,NA,NA,Smerinthus cerisyi," Smerinthus cerisyi borealis Clark, 1929",Smerinthus cerisyi borealis,Smerinthus cerisyi
Smerinthus cerisyi,P,U,N,NA,NA,NA,NA,NA,NA,Smerinthus cerisyi," Smerinthus cerisyi nigrescens Clark, 1919",Smerinthus cerisyi nigrescens,Smerinthus cerisyi
Smerinthus cerisyi,P,U,N,NA,NA,NA,NA,NA,NA,Smerinthus cerisyi," Smerinthus cerisyi pallidulus (Edwards, 1875)",Smerinthus cerisyi pallidulus,Smerinthus cerisyi
Speranza pustularia,E,U,N,NA,NA,NA,NA,NA,NA,Speranza pustularia,"Stegania pustularia Guenée, 1857",Stegania pustularia,Speranza pustularia
Speranza pustularia,E,U,N,NA,NA,NA,NA,NA,NA,Speranza pustularia,"Macaria pustularia  (Guenée, 1857) ",Macaria pustularia,Speranza pustularia
Speranza pustularia,E,U,N,NA,NA,NA,NA,NA,NA,Speranza pustularia,"Itame pustularia (Guenée, 1857) ",Itame pustularia,Speranza pustularia
Zale minerea,M,M,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zale minerea
Acronicta dactylina,P,F,N,NA,NA,NA,NA,NA,NA,Acronicta insita,"Acronycta dactylina Grote, 1874",Acronycta dactylina,Acronicta insita
Acronicta dactylina,P,F,N,NA,NA,NA,NA,NA,NA,Acronicta insita,"Acronycta denvera Smith, 1905",Acronycta denvera,Acronicta insita
Acronicta dactylina,P,F,N,NA,NA,NA,NA,NA,NA,Acronicta insita,"Acronycta hesperida Smith, 1897",Acronycta hesperida,Acronicta insita
Acronicta dactylina,P,F,N,NA,NA,NA,NA,NA,NA,Acronicta insita,Acronicta insita,Acronicta insita,Acronicta insita
Chytolita morbidalis,,,N,NA,NA,NA,NA,NA,NA,Chytolita morbidalis,"Herminea morbidalis Guenée, 1854",Herminia morbidalis,Chytolita morbidalis
Chytolita morbidalis,,,N,NA,NA,NA,NA,NA,NA,Chytolita morbidalis,Macrochilo morbidalis,Macrochilo,Chytolita morbidalis
Chytolita morbidalis,,,N,NA,NA,NA,NA,NA,NA,Chytolita morbidalis,"Chytolita petrealis Grote, 1880",Chytolita petrealis,Chytolita morbidalis
Chytolita morbidalis,,,N,NA,NA,NA,NA,NA,NA,Chytolita morbidalis,Macrochilo petrealis,Macrochilo,Chytolita morbidalis
Chytolita morbidalis,,,N,NA,NA,NA,NA,NA,NA,Chytolita morbidalis,"Chytolita fulicalis Smith, 1907",Chytolita fulicalis,Chytolita morbidalis
Chytolita morbidalis,,,N,NA,NA,NA,NA,NA,NA,Chytolita morbidalis,"Zanclognatha punctiformis Smith, 1895",Zanclognatha punctiformis,Chytolita morbidalis
Condica videns,,M,N,NA,NA,NA,NA,NA,NA,Condica videns,"Leucania videns Guenee, 1852",Leucania videns,Condica videns
Condica videns,,M,N,NA,NA,NA,NA,NA,NA,Condica videns,"Platysenta albipuncta Smith, 1902",Platysenta albipuncta,Condica videns
Condica videns,,M,N,NA,NA,NA,NA,NA,NA,Condica videns,"Platysenta atriciliata Grote, 1874",Platysenta atriciliata,Condica videns
Condica videns,,M,N,NA,NA,NA,NA,NA,NA,Condica videns,"Nonagria indigens Walker, 1857",Nonagria indigens,Condica videns
Condica videns,,M,N,NA,NA,NA,NA,NA,NA,Condica videns,"Caradrina meskei Speyer, 1875",Caradrina,Condica videns
Darapsa myron,P,M,N,NA,NA,NA,NA,NA,NA,Darapsa myron,"Sphinx myron Cramer, 1779",Sphinx myron,Darapsa myron
Darapsa myron,P,M,N,NA,NA,NA,NA,NA,NA,Darapsa myron,"Sphinx pampinatrix J.E. Smith, 1797",Sphinx pampinatrix,Darapsa myron
Darapsa myron,P,M,N,NA,NA,NA,NA,NA,NA,Darapsa myron,"Otus cnotus Hübner, 1823",Otus cnotus,Darapsa myron
Darapsa myron,P,M,N,NA,NA,NA,NA,NA,NA,Darapsa myron,"Ampeloeca myron isatis Debauche, 1934",Ampeloeca myron isatis,Darapsa myron
Darapsa myron,P,M,N,NA,NA,NA,NA,NA,NA,Darapsa myron,"Ampeloeca myron lutescens Clark, 1920",Ampeloeca myron lutescens,Darapsa myron
Darapsa myron,P,M,N,NA,NA,NA,NA,NA,NA,Darapsa myron,"Ampeloeca myron texana Clark, 1920",Ampeloeca myron texana,Darapsa myron
Darapsa myron,P,M,N,NA,NA,NA,NA,NA,NA,Darapsa myron,"Ampeloeca myron mexicana Gehlen, 1933",Ampeloeca myron mexicana,Darapsa myron
Erynnis horatius,L,M,D,NA,NA,NA,L,M,,Erynnis horatius,"Nisoniades horatius Scudder & Burgess, 1870",Nisoniades horatius,Erynnis horatius
Erynnis horatius,L,M,D,NA,NA,NA,L,M,,Erynnis horatius,"Nisoniades virgilius Scudder & Burgess, 1870",Nisoniades virgilius,Erynnis horatius
Erynnis horatius,L,M,D,NA,NA,NA,L,M,,Erynnis horatius,"Nisoniades petronius Mead, 1875 (nom. nud.)",Nisoniades petronius,Erynnis horatius
Erynnis horatius,L,M,D,NA,NA,NA,L,M,,Erynnis horatius,"Nisoniades petronius Lintner, 1881",Nisoniades petronius,Erynnis horatius
Erynnis horatius,L,M,D,NA,NA,NA,L,M,,Erynnis horatius,"Thanaos petronius (Lintner, 1881) ",Thanaos,Erynnis horatius
Erynnis horatius,L,M,D,NA,NA,NA,L,M,,Erynnis horatius,"Thanaos horatius (Scudder & Burgess, 1870) ",Thanaos horatius,Erynnis horatius
Estigmene acrea,L,F,N,NA,NA,NA,NA,NA,NA,Estigmene acrea,"Phalaena acrea Drury, 1773",Phalaena acrea,Estigmene acrea
Estigmene acrea,L,F,N,NA,NA,NA,NA,NA,NA,Estigmene acrea,"Diacrisia mombasana Rothschild, 1910 ",Diacrisia mombasana,Estigmene acrea
Estigmene acrea,L,F,N,NA,NA,NA,NA,NA,NA,Estigmene acrea,"Bombyx caprotina Drury, 1773",Bombyx,Estigmene acrea
Estigmene acrea,L,F,N,NA,NA,NA,NA,NA,NA,Estigmene acrea,"Arctia pseuderminea Harris, 1823",Arctia pseud-erminea,Estigmene acrea
Estigmene acrea,L,F,N,NA,NA,NA,NA,NA,NA,Estigmene acrea,"Arctia pseuderminea Harris, 1841",Arctia pseud-erminea,Estigmene acrea
Estigmene acrea,L,F,N,NA,NA,NA,NA,NA,NA,Estigmene acrea,"Leucarctia californica Packard, 1864",Leucarctia californica,Estigmene acrea
Estigmene acrea,L,F,N,NA,NA,NA,NA,NA,NA,Estigmene acrea,"Leucarctia packardii Schaupp, 1882",Leucarctia,Estigmene acrea
Estigmene acrea,L,F,N,NA,NA,NA,NA,NA,NA,Estigmene acrea,"Leucarctia rickseckeri Behr, 1893",Leucarctia rickseckeri,Estigmene acrea
Estigmene acrea,L,F,N,NA,NA,NA,NA,NA,NA,Estigmene acrea,"Estigmene acraea var. klagesi Ehrmann, 1894",Estigmene acraea,Estigmene acrea
Estigmene acrea,L,F,N,NA,NA,NA,NA,NA,NA,Estigmene acrea,"Spilosoma mexicana Walker, [1865] ",Spilosoma mendicana,Estigmene acrea
Estigmene acrea,L,F,N,NA,NA,NA,NA,NA,NA,Estigmene acrea,Leucarctia acraea[1],Leucarctia acraea,Estigmene acrea
Hesperia leonardus,L,U,D,NA,NA,NA,NA,NA,NA,Hesperia leonardus,Anthomaster leonardus,Anthomaster leonardus,Hesperia leonardus
Hesperia leonardus,L,U,D,NA,NA,NA,NA,NA,NA,Hesperia leonardus," Hesperia stallingsi (HA Freeman, 1943) ",Hesperia stallingsi,Hesperia leonardus
Hesperia leonardus,L,U,D,NA,NA,NA,NA,NA,NA,Hesperia leonardus," Hesperia ogallala (Leussler, 1921) ",Hesperia ogallala,Hesperia leonardus
Iridopsis larvaria,P,M,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Iridopsis larvaria
Lacanobia subjuncta,P,M,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lacanobia subjuncta
Panthea furcilla,P,M,N,NA,NA,NA,NA,NA,NA,Panthea furcilla,Platycerura furcilla,Platycerura furcilla,Panthea furcilla
Panthea furcilla,P,M,N,NA,NA,NA,NA,NA,NA,Panthea furcilla,"Panthea pallescens McDunnough, 1937",Panthea pallescens,Panthea furcilla
Panthea furcilla,P,M,N,NA,NA,NA,NA,NA,NA,Panthea furcilla,"Panthea atrescens McDunnough, 1942 (form)",Panthea atrescens,Panthea furcilla
Panthea furcilla,P,M,N,NA,NA,NA,NA,NA,NA,Panthea furcilla,"Panthea centralis McDunnough, 1942",Panthea centralis,Panthea furcilla
Panthea virginaria,P,M,N,NA,NA,NA,NA,NA,NA,Panthea virginarius,Panthea potlandia,Panthea portlandia,Panthea virginarius
Panthea virginaria,P,M,N,NA,NA,NA,NA,NA,NA,Panthea virginarius,"Biston virginarius Grote, 1880",Biston virginarius,Panthea virginarius
Panthea virginaria,P,M,N,NA,NA,NA,NA,NA,NA,Panthea virginarius,Lycia virginaria,Lycia,Panthea virginarius
Panthea virginaria,P,M,N,NA,NA,NA,NA,NA,NA,Panthea virginarius,"Panthea virginaria (Grote, 1880)",Panthea virginaria,Panthea virginarius
Panthea virginaria,P,M,N,NA,NA,NA,NA,NA,NA,Panthea virginarius,"Panthea angelica (Dyar, 1921)",Panthea angelica,Panthea virginarius
Panthea virginaria,P,M,N,NA,NA,NA,NA,NA,NA,Panthea virginarius,"Panthea portlandia (Grote, 1896)",Panthea portlandia,Panthea virginarius
Panthea virginaria,P,M,N,NA,NA,NA,NA,NA,NA,Panthea virginarius,"Panthea suffusa McDunnough, 1942",Panthea suffusa,Panthea virginarius
Panthea virginaria,P,M,N,NA,NA,NA,NA,NA,NA,Panthea virginarius,Panthea virginarius,Panthea virginarius,Panthea virginarius
Papilio canadensis,P,U,D,NA,NA,NA,P,U,,Papilio canadensis,Pterourus canadensis,Pterourus canadensis,Papilio canadensis
Polia purpurissata,,U,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Polia purpurissata
Polygonia comma,A,M,D,,N,,NA,NA,NA,Polygonia comma,Nymphalis comma,Nymphalis comma,Polygonia comma
Satyrium caryaevorus,E,U,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,Satyrium caryaevorus
Euplexia benesimilis,,M,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euplexia benesimilis
Grammia arge,L,F,N,NA,NA,NA,NA,NA,NA,Apantesis arge,"Grammia arge (Drury, 1773)",Grammia arge,Apantesis arge
Grammia arge,L,F,N,NA,NA,NA,NA,NA,NA,Apantesis arge,"Phalaena arge Drury, 1773",Phalaena arge,Apantesis arge
Grammia arge,L,F,N,NA,NA,NA,NA,NA,NA,Apantesis arge,"Bombyx dione Fabricius, 1775",Bombyx dione,Apantesis arge
Grammia arge,L,F,N,NA,NA,NA,NA,NA,NA,Apantesis arge,"Noctua incarnatorubra Goeze, 1781",Noctua,Apantesis arge
Grammia arge,L,F,N,NA,NA,NA,NA,NA,NA,Apantesis arge,"Apantesis nervosa Neumoegen & Dyar, 1893",Apantesis,Apantesis arge
Grammia arge,L,F,N,NA,NA,NA,NA,NA,NA,Apantesis arge,"Arctia strigosa Stretch, 1906",Arctia strigosa,Apantesis arge
Grammia arge,L,F,N,NA,NA,NA,NA,NA,NA,Apantesis arge,Apantesis arge,Apantesis arge,Apantesis arge
Phosphila miselioides,,,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phosphila miselioides
Phyciodes pulchella,L,F,D,NA,NA,NA,NA,NA,NA,Phyciodes pulchella,"Melitaea pratensis Behr, 1863",Melitaea pratensis,Phyciodes pulchella
Phyciodes pulchella,L,F,D,NA,NA,NA,NA,NA,NA,Phyciodes pulchella,"Melitaea campestris Behr, 1863",Melitaea campestris,Phyciodes pulchella
Phyciodes pulchella,L,F,D,NA,NA,NA,NA,NA,NA,Phyciodes pulchella,"Phyciodes campestris Gunder, 1928",Phyciodes campestris,Phyciodes pulchella
Phyciodes pulchella,L,F,D,NA,NA,NA,NA,NA,NA,Phyciodes pulchella,"Eresia campestris Reakirt, 1866",Erebia campestris,Phyciodes pulchella
Phyciodes pulchella,L,F,D,NA,NA,NA,NA,NA,NA,Phyciodes pulchella,"Phyciodes pratensis Röber, 1913",Phyciodes pratensis,Phyciodes pulchella
Polites sonora,L,U,D,NA,NA,NA,L,U,,Polites sonora,"Ochlodes sonora Scudder, 1872",Ochlodes sonora,Polites sonora
Apamea amputatrix,,U,N,NA,NA,NA,NA,NA,NA,Apamea amputatrix,"Apamea castanea Grote, 1874",Apamea castanea,Apamea amputatrix
Apamea amputatrix,,U,N,NA,NA,NA,NA,NA,NA,Apamea amputatrix," Eurois pluviosa Walker, 1865",Eurois,Apamea amputatrix
Apamea amputatrix,,U,N,NA,NA,NA,NA,NA,NA,Apamea amputatrix," Hadena amica Harris, 1863",Hadena amica,Apamea amputatrix
Apamea amputatrix,,U,N,NA,NA,NA,NA,NA,NA,Apamea amputatrix,"Hadena amputatrix Fitch, 1857",Hadena amputatrix,Apamea amputatrix
Apamea amputatrix,,U,N,NA,NA,NA,NA,NA,NA,Apamea amputatrix,"Hadena arctica Freyer, 1842",Hadena arctica,Apamea amputatrix
Apamea amputatrix,,U,N,NA,NA,NA,NA,NA,NA,Apamea amputatrix,"Hadena formosus Ellsworth, 1918",Hadena formosus,Apamea amputatrix
Bulia deducta,,,N,NA,NA,NA,NA,NA,NA,Bulia deducta,"Syneda deducta Morrison, 1875",Syneda deducta,Bulia deducta
Bulia deducta,,,N,NA,NA,NA,NA,NA,NA,Bulia deducta,"Syneda pavitensis  Morrison, 1875",Syneda pavitensis,Bulia deducta
Bulia deducta,,,N,NA,NA,NA,NA,NA,NA,Bulia deducta,"Cirrhobolina incandescens Grote, 1875",Cirrhobolina incandescens,Bulia deducta
Bulia deducta,,,N,NA,NA,NA,NA,NA,NA,Bulia deducta,"Cirrhobolina mexicana var. vulpina Edwards, 1882",Cirrhobolina mexicana,Bulia deducta
Bulia deducta,,,N,NA,NA,NA,NA,NA,NA,Bulia deducta,"Syneda mexicana var. albina Strecker, 1900",Syneda mexicana,Bulia deducta
Epargyreus clarus,P,F,D,,N,,NA,NA,NA,NA,NA,NA,Epargyreus clarus
Eurois nigra,,,N,NA,NA,NA,NA,NA,NA,Eurois nigra,"Eurois nigra argni  (Barnes & Benjamin, 1927)",Eurois nigra argni,Eurois nigra
Euxoa velleripennis,,,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euxoa velleripennis
Limenitis lorquini,L,M,D,NA,NA,NA,L,M,,Limenitis lorquini,Basilarchia lorquini,Basilarchia lorquini,Limenitis lorquini
Orthosia praeses,,,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orthosia praeses
Pholisora catullus,L,M,D,,one late outlier,,L,M,,Pholisora catullus,"Hesperia catullus Fabricius, 1793",Hesperia catullus,Pholisora catullus
Xestia xanthographa,,,N,NA,NA,NA,NA,NA,NA,Xestia xanthographa,"Xestia trumani (Smith, 1903)",Xestia trumani,Xestia xanthographa
Aletia oxygala,,M,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aletia oxygala
Caenurgina crassiuscula,,,B,NA,NA,NA,NA,NA,NA,Caenurgina crassiuscula,"Phytometra crassiuscula Haworth, 1809",Phytometra crassiuscula,Caenurgina crassiuscula
Caenurgina crassiuscula,,,B,NA,NA,NA,NA,NA,NA,Caenurgina crassiuscula,"Drasteria erichto Guenée, 1852",Drasteria erichto,Caenurgina crassiuscula
Caenurgina crassiuscula,,,B,NA,NA,NA,NA,NA,NA,Caenurgina crassiuscula,"Remigia impressa Butler & H. Druce, 1872",Remigia impressa,Caenurgina crassiuscula
Caenurgina crassiuscula,,,B,NA,NA,NA,NA,NA,NA,Caenurgina crassiuscula,"Drasteria ochrea Grote, 1873",Drasteria ochrea,Caenurgina crassiuscula
Caenurgina crassiuscula,,,B,NA,NA,NA,NA,NA,NA,Caenurgina crassiuscula,"Microphysa sobria Walker, 1858",Microphysa,Caenurgina crassiuscula
Caenurgina crassiuscula,,,B,NA,NA,NA,NA,NA,NA,Caenurgina crassiuscula,"Drasteria distincta Neumoegen, 1883",Drasteria distincta,Caenurgina crassiuscula
Caenurgina crassiuscula,,,B,NA,NA,NA,NA,NA,NA,Caenurgina crassiuscula,"Caenurgina distincta (Neumoegen, 1883)",Caenurgina distincta,Caenurgina crassiuscula
Papilio indra,P,U,D,NA,NA,NA,P,U,,NA,NA,NA,Papilio indra
Apamea inordinata,,,N,NA,NA,NA,NA,NA,NA,Apamea inordinata,"Hadena inordinata Morrison, 1875",Hadena inordinata,Apamea inordinata
Apamea inordinata,,,N,NA,NA,NA,NA,NA,NA,Apamea inordinata," Xylophasia inordinata var. montana Smith, 1890",Xylophasia inordinata montana,Apamea inordinata
Apamea sordens,L,U,N,NA,NA,NA,NA,NA,NA,Apamea sordens,Apamea basilinea ,Apamea basilinea,Apamea sordens
Apamea sordens,L,U,N,NA,NA,NA,NA,NA,NA,Apamea sordens, Apamea finitima ,Apamea finitima,Apamea sordens
Apamea sordens,L,U,N,NA,NA,NA,NA,NA,NA,Apamea sordens, Hadena cinefacta ,Hadena cinefacta,Apamea sordens
Apamea sordens,L,U,N,NA,NA,NA,NA,NA,NA,Apamea sordens, Noctua basilinea ,Noctua basilinea,Apamea sordens
Apamea sordens,L,U,N,NA,NA,NA,NA,NA,NA,Apamea sordens, Noctua nebulosa ,Noctua nebulosa,Apamea sordens
Apamea sordens,L,U,N,NA,NA,NA,NA,NA,NA,Apamea sordens, Phalaena sordens ,Phalaena sordens,Apamea sordens
Epimecis hortaria,L,M,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Epimecis hortaria
Hypena californica,P,M,N,Adults may be present all year in California,NA,NA,NA,NA,NA,NA,NA,NA,Hypena californica
Allagrapha aerea,,M,N,NA,NA,NA,NA,NA,NA,Allagrapha aerea,"Noctua aerea Hübner, 1803",Noctua aerea,Allagrapha aerea
Ennomos magnaria,E,U,N,NA,NA,NA,NA,NA,NA,Ennomos magnaria,"Ennomos lutaria Walker, 1866",Ennomos lunaria,Ennomos magnaria
Ennomos magnaria,E,U,N,NA,NA,NA,NA,NA,NA,Ennomos magnaria,"Ennomos ochreatus Hulst, 1898",Ennomos ochreatus,Ennomos magnaria
Nadata gibbosa,P,M,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nadata gibbosa
Papaipema arctivorens,,,N,NA,NA,NA,NA,NA,NA,Papaipema arctivorens,Papaipema artivorens,Papaipema arctivorens,Papaipema arctivorens
Papaipema unimoda,,,N,NA,NA,NA,NA,NA,NA,Papaipema unimoda,"Hydroecia unimoda Smith, 1894",Hydroecia unimoda,Papaipema unimoda
Papaipema unimoda,,,N,NA,NA,NA,NA,NA,NA,Papaipema unimoda,"Hydroecia frigida Smith, 1899",Hydraecia frigida,Papaipema unimoda
Papaipema unimoda,,,N,NA,NA,NA,NA,NA,NA,Papaipema unimoda,"Gortyna thalictri Lyman, 1905",Gortyna thalictri,Papaipema unimoda
Papaipema unimoda,,,N,NA,NA,NA,NA,NA,NA,Papaipema unimoda,"Papaipema frigida Hampson, 1910",Papaipema frigida,Papaipema unimoda
Papaipema unimoda,,,N,NA,NA,NA,NA,NA,NA,Papaipema unimoda,"Papaipema terminalis Strand, 1916",Papaipema terminalis,Papaipema unimoda
Papaipema unimoda,,,N,NA,NA,NA,NA,NA,NA,Papaipema unimoda,"Papaipema perobsoleta (Lyman, 1905)",Papaipema perobsoleta,Papaipema unimoda
Papaipema unimoda,,,N,NA,NA,NA,NA,NA,NA,Papaipema unimoda,"Papaipema imperspicua Bird, 1908",Papaipema imperspicua,Papaipema unimoda
Spilosoma congrua,L,M,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spilosoma congrua
Vanessa annabella,A,F,D,NA,NA,NA,A,M,,Vanessa annabella,Cynthia annabella,Cynthia annabella,Vanessa annabella
Vanessa annabella,A,F,D,NA,NA,NA,A,M,,Vanessa annabella,Vanessa anabella,Vanessa annabella,Vanessa annabella
Vanessa annabella,A,F,D,NA,NA,NA,A,M,,Vanessa annabella,Vanessa carye annabella,Vanessa carye,Vanessa annabella
Agraulis vanillae,A,M,D,,Y,,A,M,,Dione vanillae,Dione vanillae,Dione vanillae,Dione vanillae
Amphipyra pyramidoides,E,U,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Amphipyra pyramidoides
Campaea perlata,L,F,B,adults fly during day in arctic,one outlier,,NA,NA,NA,NA,NA,NA,Campaea perlata
Diaphora tenera,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diaphora tenera
Enargia decolor,E,U,N,NA,NA,NA,NA,NA,NA,Enargia decolor,"Mythimna decolor Walker, 1858",Mythimna decolor,Enargia decolor
Enargia decolor,E,U,N,NA,NA,NA,NA,NA,NA,Enargia decolor,Enargia discolor; Smith 1900 (misspelling),Enargia decolor,Enargia decolor
Enargia decolor,E,U,N,NA,NA,NA,NA,NA,NA,Enargia decolor,Enargia decolora; Hampson 1910 (unjustified emendation),Enargia decolora,Enargia decolor
Enargia decolor,E,U,N,NA,NA,NA,NA,NA,NA,Enargia decolor,"Enargia decolora ab. mia Strand, 1916",Enargia decolora,Enargia decolor
Enargia decolor,E,U,N,NA,NA,NA,NA,NA,NA,Enargia decolor,"Enargia decolora ab. sia Strand, 1916",Enargia decolora,Enargia decolor
Enargia infumata,E,U,N,NA,NA,NA,NA,NA,NA,Enargia infumata,"Orthosia infumata Grote, 1874",Orthosia infumata,Enargia infumata
Enargia infumata,E,U,N,NA,NA,NA,NA,NA,NA,Enargia infumata,"Cosmia punctirena Smith, 1900",Cosmia punctirena,Enargia infumata
Enargia infumata,E,U,N,NA,NA,NA,NA,NA,NA,Enargia infumata,"Enargia mephisto Franclemont, 1939",Enargia mephisto,Enargia infumata
Euchaetes egle,P,M,N,NA,NA,NA,NA,NA,NA,Euchaetes egle,"Phalaena egle Drury, 1773",Phalaena egle,Euchaetes egle
Euchaetes egle,P,M,N,NA,NA,NA,NA,NA,NA,Euchaetes egle,"Euchaetes egle f. cyclica H. Edwards, 1883",Euchaetes egle,Euchaetes egle
Feltia herilis,,U,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Feltia herilis
Heterocampa guttivitta,P,U,N,NA,NA,NA,NA,NA,NA,Heterocampa guttivitta,"Cecrita guttivitta Walker, 1855",Cecrita guttivitta,Heterocampa guttivitta
Heterocampa guttivitta,P,U,N,NA,NA,NA,NA,NA,NA,Heterocampa guttivitta,"Cecrita albiplaga Walker, 1856",Cecrita,Heterocampa guttivitta
Heterocampa guttivitta,P,U,N,NA,NA,NA,NA,NA,NA,Heterocampa guttivitta,"Drymonia mucorea Herrich-Schaeffer, 1856",Drymonia,Heterocampa guttivitta
Heterocampa guttivitta,P,U,N,NA,NA,NA,NA,NA,NA,Heterocampa guttivitta,"Lochmaeus harrisii Packard, 1864",Lochmaeus,Heterocampa guttivitta
Heterocampa guttivitta,P,U,N,NA,NA,NA,NA,NA,NA,Heterocampa guttivitta,"Lochmaeus cinereus Packard, 1864",Lochmaeus cinereus,Heterocampa guttivitta
Heterocampa guttivitta,P,U,N,NA,NA,NA,NA,NA,NA,Heterocampa guttivitta,"Drymonia indeterminata Walker, 1865",Drymonia,Heterocampa guttivitta
Heterocampa guttivitta,P,U,N,NA,NA,NA,NA,NA,NA,Heterocampa guttivitta,"Heterocampa doubledayi Scudder, 1869",Heterocampa doubledayi,Heterocampa guttivitta
Heterocampa guttivitta,P,U,N,NA,NA,NA,NA,NA,NA,Heterocampa guttivitta,"Heterocampa hugoi Chermock and Chermock, 1940",Heterocampa hugoi,Heterocampa guttivitta
Holomelina laeta,,F,N,NA,NA,NA,NA,NA,NA,Virbia laeta,"Lithosia laeta Guérin-Méneville, [1832]",Lithosia laeta,Virbia laeta
Holomelina laeta,,F,N,NA,NA,NA,NA,NA,NA,Virbia laeta,Holomelina laeta,Holomelina laeta,Virbia laeta
Holomelina laeta,,F,N,NA,NA,NA,NA,NA,NA,Virbia laeta,"Crocota treatii Grote, 1865",Crocota treatii,Virbia laeta
Holomelina laeta,,F,N,NA,NA,NA,NA,NA,NA,Virbia laeta,"Lithosia rubropicta Packard, 1887",Lithosia rubropicta,Virbia laeta
Holomelina laeta,,F,N,NA,NA,NA,NA,NA,NA,Virbia laeta,Virbia laeta,Virbia laeta,Virbia laeta
Hypoprepia fucosa,L,M,N,Perhaps most of the year in Florida,NA,NA,NA,NA,NA,Hypoprepia fucosa,"Hypoprepia subornata Neumoegen & Dyar, 1893",Hypoprepia subornata,Hypoprepia fucosa
Hypoprepia fucosa,L,M,N,Perhaps most of the year in Florida,NA,NA,NA,NA,NA,Hypoprepia fucosa,Hypoprepia inornata Ottlengui,Hypoprepia,Hypoprepia fucosa
Hypoprepia fucosa,L,M,N,Perhaps most of the year in Florida,NA,NA,NA,NA,NA,Hypoprepia fucosa,"Atolmis tricolor Fitch, 1857",Atolmis,Hypoprepia fucosa
Hypoprepia fucosa,L,M,N,Perhaps most of the year in Florida,NA,NA,NA,NA,NA,Hypoprepia fucosa,"Hypoprepia plumbea H. Edwards, 1886",Hypoprepia plumbea,Hypoprepia fucosa
Lasionycta perplexa,,,N,NA,NA,NA,NA,NA,NA,Lasionycta perplexa,"Scotogramma perplexa Smith, 1888",Scotogramma perplexa,Lasionycta perplexa
